INSERT INTO PRODUZIONE (MINUTAGGIO, COD_REGISTA) VALUES
(56, 360),
(27, 155),
(34, 257),
(71, 646),
(64, 615),
(22, 242),
(60, 310),
(29, 937),
(44, 616),
(44, 834),
(62, 66),
(61, 690),
(40, 755),
(59, 635),
(58, 168),
(76, 665),
(32, 666),
(46, 490),
(56, 653),
(68, 228),
(63, 843),
(72, 82),
(21, 388),
(65, 466),
(33, 615),
(64, 70),
(61, 691),
(49, 608),
(75, 324),
(65, 314),
(76, 350),
(35, 31),
(33, 682),
(22, 934),
(57, 265),
(66, 703),
(51, 454),
(23, 211),
(20, 888),
(74, 1006),
(43, 376),
(76, 825),
(60, 102),
(56, 1018),
(66, 60),
(49, 278),
(38, 44),
(62, 377),
(36, 836),
(54, 13),
(59, 913),
(66, 873),
(50, 649),
(76, 939),
(80, 886),
(25, 371),
(71, 769),
(43, 599),
(38, 88),
(23, 995),
(77, 351),
(77, 627),
(26, 442),
(35, 805),
(22, 237),
(71, 479),
(67, 77),
(72, 658),
(53, 478),
(65, 1019),
(23, 202),
(34, 1028),
(77, 276),
(35, 829),
(73, 780),
(26, 1006),
(65, 548),
(23, 1002),
(61, 999),
(33, 683),
(74, 667),
(40, 380),
(75, 853),
(35, 751),
(49, 671),
(74, 525),
(24, 60),
(49, 707),
(29, 867),
(76, 361),
(40, 488),
(28, 592),
(66, 426),
(57, 981),
(33, 568),
(53, 28),
(54, 221),
(36, 1021),
(40, 213),
(42, 755),
(74, 891),
(33, 267),
(43, 315),
(68, 492),
(53, 471),
(47, 24),
(77, 562),
(27, 625),
(41, 431),
(30, 236),
(38, 753),
(70, 580),
(79, 505),
(65, 734),
(21, 46),
(68, 841),
(57, 647),
(29, 196),
(61, 680),
(75, 383),
(28, 321),
(63, 329),
(77, 768),
(53, 528),
(20, 494),
(57, 854),
(61, 557),
(66, 9),
(73, 322),
(43, 859),
(56, 114),
(26, 691),
(80, 525),
(37, 183),
(22, 140),
(58, 1010),
(63, 233),
(73, 71),
(55, 637),
(20, 268),
(20, 28),
(37, 186),
(50, 539),
(57, 6),
(20, 224),
(51, 583),
(50, 614),
(69, 585),
(60, 882),
(38, 641),
(71, 218),
(41, 306),
(28, 798),
(77, 819),
(72, 830),
(25, 904),
(77, 499),
(57, 123),
(64, 883),
(71, 227),
(27, 167),
(66, 140),
(64, 1003),
(40, 602),
(34, 598),
(72, 798),
(24, 945),
(29, 827),
(63, 616),
(78, 931),
(31, 171),
(38, 638),
(20, 868),
(45, 748),
(52, 875),
(58, 657),
(54, 141),
(70, 563),
(33, 1021),
(37, 988),
(68, 140),
(35, 103),
(23, 605),
(32, 8),
(63, 15),
(59, 453),
(42, 688),
(24, 1018),
(73, 420),
(21, 378),
(37, 1002),
(38, 286),
(38, 371),
(34, 186),
(70, 620),
(37, 626),
(70, 632),
(33, 586),
(30, 667),
(24, 405),
(56, 956),
(69, 899),
(60, 345),
(76, 433),
(37, 232),
(25, 392),
(47, 335),
(76, 188),
(42, 37),
(74, 15),
(47, 989),
(25, 474),
(41, 372),
(57, 482),
(67, 641),
(57, 10),
(30, 275),
(69, 73),
(31, 437),
(26, 352),
(37, 668),
(68, 277),
(65, 639),
(57, 461),
(74, 671),
(77, 520),
(20, 76),
(24, 634),
(53, 880),
(44, 403),
(20, 810),
(29, 300),
(24, 919),
(75, 1008),
(72, 20),
(27, 729),
(51, 352),
(27, 181),
(67, 541),
(70, 79),
(68, 46),
(42, 114),
(34, 941),
(33, 254),
(35, 250),
(63, 307),
(53, 833),
(45, 64),
(30, 270),
(65, 493),
(53, 940),
(72, 938),
(61, 854),
(43, 579),
(67, 563),
(71, 818),
(69, 925),
(31, 873),
(26, 959),
(40, 403),
(68, 836),
(77, 824),
(40, 217),
(40, 1004),
(79, 1016),
(80, 648),
(47, 918),
(44, 730),
(26, 380),
(40, 936),
(37, 982),
(70, 973),
(72, 184),
(62, 433),
(54, 8),
(39, 580),
(28, 215),
(36, 769),
(28, 937),
(67, 718),
(64, 805),
(77, 521),
(39, 221),
(37, 729),
(50, 111),
(22, 551),
(49, 107),
(27, 544),
(39, 9),
(60, 866),
(32, 142),
(43, 739),
(72, 739),
(79, 968),
(63, 590),
(39, 568),
(35, 701),
(73, 808),
(52, 794),
(61, 498),
(23, 939),
(40, 908),
(71, 880),
(80, 802),
(74, 201),
(67, 704),
(36, 456),
(40, 1000),
(72, 539),
(37, 235),
(23, 169),
(77, 352),
(51, 28),
(46, 640),
(48, 412),
(75, 446),
(20, 955),
(58, 50),
(38, 194),
(63, 896),
(54, 542),
(24, 539),
(80, 604),
(62, 423),
(25, 790),
(67, 300),
(76, 637),
(36, 972),
(47, 672),
(36, 787),
(21, 228),
(36, 251),
(78, 359),
(56, 87),
(61, 547),
(75, 335),
(23, 993),
(23, 239),
(72, 988),
(33, 834),
(55, 925),
(39, 883),
(71, 973),
(21, 915),
(72, 86),
(72, 14),
(73, 13),
(40, 770),
(73, 787),
(39, 482),
(38, 633),
(51, 37),
(66, 1018),
(20, 1015),
(41, 401),
(31, 690),
(27, 736),
(74, 540),
(35, 482),
(22, 470),
(36, 787),
(47, 986),
(32, 396),
(36, 943),
(49, 49),
(70, 867),
(56, 762),
(50, 967),
(35, 847),
(58, 460),
(26, 264),
(68, 344),
(52, 1025),
(68, 11),
(35, 535),
(26, 974),
(30, 1024),
(42, 754),
(46, 317),
(36, 682),
(31, 628),
(39, 16),
(34, 687),
(41, 621),
(39, 754),
(20, 737),
(23, 376),
(74, 731),
(68, 492),
(54, 1000),
(23, 809),
(30, 818),
(47, 896),
(59, 311),
(36, 442),
(27, 85),
(32, 34),
(68, 1016),
(51, 545),
(30, 635),
(26, 460),
(38, 59),
(74, 390),
(55, 524),
(36, 108),
(63, 367),
(50, 648),
(68, 401),
(22, 78),
(45, 447),
(40, 580),
(40, 3),
(63, 939),
(21, 508),
(63, 758),
(34, 140),
(79, 705),
(40, 615),
(48, 229),
(36, 834),
(47, 582),
(62, 834),
(27, 177),
(79, 389),
(48, 978),
(41, 270),
(29, 969),
(79, 220),
(51, 113),
(26, 1022),
(21, 895),
(48, 202),
(64, 484),
(42, 925),
(70, 858),
(26, 498),
(52, 258),
(33, 98),
(26, 86),
(57, 590),
(61, 113),
(58, 362),
(80, 773),
(32, 326),
(28, 818),
(75, 923),
(23, 842),
(52, 18),
(57, 264),
(58, 680),
(22, 84),
(60, 16),
(57, 1002),
(26, 834),
(79, 347),
(34, 595),
(79, 827),
(23, 310),
(75, 446),
(73, 515),
(54, 817),
(52, 911),
(24, 499),
(78, 885),
(46, 243),
(73, 1029),
(64, 528),
(44, 235),
(50, 458),
(53, 199),
(73, 396),
(43, 514),
(53, 792),
(40, 527),
(42, 850),
(52, 525),
(63, 555),
(56, 1018),
(53, 173),
(61, 117),
(72, 356),
(38, 475),
(38, 142),
(21, 467),
(35, 91),
(80, 671),
(53, 538),
(47, 130),
(62, 834),
(48, 677),
(45, 955),
(52, 134),
(51, 469),
(58, 219),
(49, 996),
(33, 460),
(44, 285),
(28, 160),
(68, 723),
(44, 370),
(72, 359),
(66, 817),
(52, 1014),
(49, 93),
(48, 487),
(73, 210),
(75, 294),
(38, 656),
(27, 769),
(43, 865),
(37, 462),
(27, 813),
(65, 974),
(28, 716),
(40, 527),
(23, 259),
(37, 283),
(73, 748),
(78, 850),
(59, 423),
(63, 235),
(54, 389),
(57, 298),
(54, 766),
(36, 392),
(37, 500),
(73, 204),
(32, 77),
(48, 761),
(45, 245),
(38, 760),
(77, 52),
(43, 233),
(66, 142),
(59, 733),
(75, 241),
(37, 727),
(73, 387),
(65, 677),
(67, 851),
(28, 233),
(50, 986),
(25, 782),
(42, 625),
(58, 322),
(45, 991),
(47, 56),
(61, 178),
(35, 470),
(24, 150),
(25, 233),
(49, 112),
(62, 409),
(54, 726),
(23, 414),
(39, 851),
(77, 595),
(57, 207),
(49, 31),
(79, 858),
(41, 239),
(72, 21),
(48, 470),
(68, 363),
(40, 427),
(37, 27),
(24, 71),
(42, 293),
(33, 499),
(77, 534),
(28, 259),
(35, 750),
(40, 844),
(57, 232),
(34, 626),
(45, 763),
(70, 112),
(76, 832),
(65, 117),
(42, 293),
(71, 810),
(41, 730),
(24, 6),
(38, 90),
(69, 895),
(66, 49),
(60, 896),
(21, 827),
(73, 698),
(33, 475),
(77, 495),
(22, 819),
(48, 902),
(38, 897),
(46, 74),
(71, 854),
(44, 783),
(52, 235),
(22, 789),
(65, 681),
(26, 594),
(41, 13),
(23, 481),
(75, 227),
(62, 736),
(73, 308),
(36, 50),
(52, 168),
(69, 1018),
(54, 11),
(40, 464),
(52, 583),
(64, 486),
(30, 653),
(36, 530),
(77, 49),
(78, 738),
(64, 565),
(75, 635),
(32, 996),
(31, 248),
(79, 744),
(44, 481),
(58, 238),
(50, 477),
(47, 815),
(67, 136),
(48, 516),
(54, 934),
(77, 586),
(32, 118),
(27, 547),
(29, 699),
(22, 602),
(63, 394),
(41, 453),
(25, 120),
(47, 195),
(22, 330),
(45, 694),
(30, 862),
(41, 899),
(22, 197),
(50, 191),
(24, 961),
(41, 392),
(79, 342),
(43, 391),
(65, 892),
(30, 984),
(53, 122),
(39, 693),
(64, 387),
(49, 504),
(48, 93),
(70, 27),
(52, 883),
(41, 345),
(43, 84),
(77, 468),
(35, 909),
(65, 808),
(68, 340),
(31, 141),
(70, 363),
(48, 737),
(54, 563),
(80, 86),
(28, 85),
(76, 304),
(30, 691),
(70, 843),
(53, 439),
(53, 389),
(66, 337),
(75, 737),
(43, 33),
(32, 736),
(41, 153),
(56, 382),
(29, 386),
(25, 791),
(56, 946),
(78, 222),
(26, 349),
(38, 812),
(72, 359),
(23, 621),
(59, 386),
(32, 558),
(23, 11),
(60, 838),
(47, 742),
(48, 203),
(26, 624),
(54, 1010),
(36, 280),
(67, 43),
(38, 720),
(57, 455),
(71, 39),
(72, 554),
(67, 318),
(43, 412),
(64, 473),
(38, 155),
(35, 77),
(32, 255),
(79, 473),
(64, 774),
(28, 390),
(53, 464),
(59, 105),
(34, 799),
(72, 313),
(58, 270),
(55, 146),
(49, 509),
(47, 349),
(47, 231),
(21, 278),
(22, 650),
(55, 762),
(50, 331),
(66, 755),
(35, 88),
(36, 43),
(73, 494),
(53, 349),
(72, 687),
(45, 895),
(74, 205),
(79, 493),
(74, 324),
(53, 1013),
(59, 936),
(57, 443),
(21, 954),
(47, 1016),
(74, 794),
(59, 958),
(33, 207),
(24, 923),
(40, 492),
(58, 496),
(22, 387),
(37, 12),
(34, 708),
(58, 578),
(80, 482),
(38, 639),
(28, 363),
(74, 105),
(33, 948),
(40, 932),
(64, 569),
(61, 433),
(50, 926),
(60, 670),
(46, 902),
(37, 807),
(29, 364),
(40, 365),
(77, 553),
(37, 516),
(22, 419),
(48, 222),
(38, 472),
(25, 51),
(29, 78),
(52, 804),
(47, 855),
(37, 701),
(50, 358),
(40, 145),
(41, 448),
(34, 43),
(48, 765),
(51, 935),
(48, 235),
(50, 1012),
(62, 34),
(23, 556),
(37, 962),
(67, 560),
(55, 952),
(26, 127),
(35, 706),
(63, 867),
(61, 809),
(38, 558),
(31, 193),
(78, 798),
(44, 544),
(79, 214),
(20, 240),
(48, 903),
(34, 936),
(50, 818),
(69, 207),
(63, 606),
(23, 265),
(52, 969),
(60, 766),
(42, 663),
(73, 998),
(60, 238),
(56, 716),
(30, 167),
(64, 1016),
(35, 22),
(72, 662),
(65, 670),
(80, 60),
(31, 933),
(79, 10),
(42, 766),
(72, 198),
(26, 426),
(46, 731),
(30, 898),
(44, 899),
(22, 959),
(31, 366),
(23, 725),
(57, 605),
(29, 119),
(26, 168),
(35, 655),
(74, 519),
(60, 932),
(66, 607),
(48, 676),
(30, 163),
(54, 629),
(27, 702),
(33, 82),
(73, 162),
(35, 414),
(50, 161),
(35, 567),
(79, 150),
(59, 793),
(27, 31),
(20, 408),
(39, 405),
(38, 251),
(78, 149),
(63, 855),
(44, 1007),
(40, 1000),
(31, 694),
(26, 49),
(71, 72),
(58, 1020),
(26, 412),
(47, 1006),
(27, 864),
(76, 842),
(23, 503),
(35, 708),
(77, 197),
(42, 987),
(57, 622),
(49, 697),
(80, 40),
(77, 286),
(44, 817),
(72, 319),
(75, 984),
(37, 780),
(28, 2),
(46, 1020),
(30, 555),
(35, 323),
(80, 299),
(78, 528),
(33, 465),
(25, 215),
(39, 551),
(27, 792),
(73, 246),
(59, 109),
(39, 945),
(57, 351),
(30, 62),
(30, 859),
(49, 561),
(54, 506),
(42, 467),
(80, 114),
(58, 24),
(70, 777),
(52, 484),
(64, 771),
(78, 872),
(21, 154),
(37, 681),
(30, 415),
(26, 840),
(71, 43),
(76, 40),
(49, 33),
(41, 17),
(78, 1029),
(38, 399),
(52, 936),
(23, 390),
(22, 1012),
(45, 306),
(32, 427),
(36, 241),
(54, 698),
(63, 1007),
(45, 273),
(28, 381),
(49, 76),
(77, 998),
(33, 163),
(30, 802),
(32, 461),
(34, 833),
(42, 859),
(62, 965),
(37, 273),
(22, 935),
(24, 839),
(78, 28),
(65, 842),
(72, 895),
(25, 347),
(66, 423),
(24, 930),
(33, 412),
(74, 387),
(37, 92),
(56, 380),
(70, 710),
(57, 527),
(69, 279),
(57, 740),
(36, 540),
(78, 593),
(72, 225),
(70, 617),
(68, 42),
(40, 311),
(23, 1018),
(61, 480),
(21, 871),
(25, 40),
(25, 821),
(62, 535),
(77, 664),
(22, 709),
(71, 749),
(41, 299),
(41, 90),
(33, 46),
(73, 1011),
(56, 744),
(56, 695),
(58, 969),
(47, 559),
(28, 312),
(48, 827),
(34, 510),
(47, 723),
(24, 2),
(57, 130),
(77, 915),
(50, 853),
(60, 470),
(80, 254),
(77, 457),
(43, 171),
(71, 683),
(58, 145),
(59, 748),
(43, 659),
(30, 1008),
(74, 623),
(28, 143),
(59, 495),
(44, 913),
(56, 509),
(61, 469),
(44, 531),
(54, 69),
(76, 322),
(69, 906),
(47, 126),
(20, 47),
(57, 239),
(66, 662),
(59, 413),
(29, 490),
(24, 201),
(58, 980),
(41, 606),
(47, 381),
(28, 370),
(71, 670),
(33, 251),
(76, 363),
(58, 972),
(74, 270),
(72, 263),
(64, 732),
(23, 855),
(30, 866),
(56, 128),
(34, 973),
(31, 871),
(48, 537),
(73, 760),
(31, 177),
(28, 302),
(47, 943),
(72, 868),
(41, 886),
(49, 684),
(57, 501),
(28, 890),
(29, 1006),
(24, 149),
(31, 320),
(66, 481),
(23, 921),
(63, 743),
(76, 993),
(20, 983),
(46, 681),
(76, 578),
(44, 429),
(74, 904),
(45, 144),
(38, 126),
(20, 197),
(64, 106),
(71, 869),
(65, 183),
(78, 794),
(20, 280),
(65, 855),
(55, 247),
(58, 32),
(20, 941),
(50, 614),
(28, 622),
(25, 686),
(70, 444),
(75, 693),
(42, 107),
(63, 979),
(60, 455),
(78, 820),
(40, 864),
(24, 1001),
(68, 249),
(53, 26),
(28, 954),
(27, 785),
(75, 549),
(52, 157),
(27, 115),
(51, 229),
(32, 924),
(32, 974),
(39, 618),
(79, 164),
(27, 192),
(29, 175),
(31, 321),
(52, 782),
(47, 323),
(47, 757),
(27, 777),
(68, 940),
(31, 916),
(32, 724),
(25, 44),
(31, 955),
(25, 638),
(24, 81),
(60, 286),
(65, 54),
(74, 954),
(20, 579),
(21, 51),
(49, 573),
(52, 625),
(30, 587),
(57, 466),
(25, 558),
(73, 586),
(42, 487),
(58, 816),
(62, 100),
(29, 380),
(75, 738),
(70, 799),
(73, 77),
(66, 834),
(50, 725),
(31, 37),
(80, 548),
(56, 888),
(43, 285),
(43, 960),
(49, 548),
(69, 179),
(65, 957),
(76, 408),
(20, 852),
(50, 735),
(24, 229),
(65, 280),
(38, 566),
(79, 684),
(28, 175),
(47, 485),
(24, 111),
(36, 879),
(45, 826),
(42, 39),
(32, 736),
(24, 319),
(48, 642),
(80, 580),
(49, 529),
(39, 703),
(75, 273),
(73, 351),
(39, 738),
(61, 240),
(70, 46),
(53, 102),
(68, 71),
(73, 541),
(72, 868),
(77, 228),
(22, 430),
(61, 340),
(75, 269),
(24, 3),
(26, 989),
(49, 869),
(73, 408),
(42, 374),
(49, 793),
(20, 916),
(33, 100),
(35, 376),
(64, 455),
(77, 181),
(78, 409),
(61, 737),
(68, 848),
(43, 956),
(42, 551),
(78, 449),
(41, 66),
(65, 420),
(31, 354),
(53, 561),
(20, 784),
(33, 695),
(70, 198),
(39, 643),
(45, 939),
(25, 561),
(40, 860),
(48, 89),
(72, 170),
(80, 549),
(31, 741),
(54, 202),
(72, 179),
(44, 160),
(76, 836),
(26, 209),
(46, 686),
(73, 774),
(25, 682),
(60, 985),
(39, 516),
(68, 98),
(46, 912),
(75, 171),
(20, 223),
(38, 110),
(44, 257),
(48, 276),
(70, 444),
(49, 662),
(49, 426),
(28, 905),
(72, 617),
(39, 112),
(66, 8),
(49, 655),
(74, 1017),
(63, 845),
(62, 140),
(30, 238),
(45, 313),
(54, 365),
(25, 520),
(40, 504),
(78, 896),
(29, 619),
(21, 72),
(38, 162),
(62, 667),
(59, 1024),
(69, 116),
(52, 210),
(33, 614),
(71, 198),
(34, 479),
(52, 847),
(78, 656),
(58, 307),
(54, 565),
(52, 589),
(59, 201),
(69, 739),
(79, 638),
(26, 151),
(38, 978),
(31, 42),
(48, 617),
(57, 574),
(76, 306),
(61, 593),
(75, 257),
(33, 492),
(27, 238),
(35, 31),
(34, 193),
(72, 926),
(45, 441),
(39, 663),
(79, 300),
(68, 583),
(70, 937),
(68, 82),
(41, 401),
(55, 718),
(78, 482),
(74, 825),
(51, 960),
(38, 921),
(49, 49),
(48, 856),
(54, 377),
(38, 728),
(28, 474),
(27, 268),
(65, 594),
(57, 492),
(36, 440),
(22, 1004),
(26, 135),
(68, 364),
(63, 767),
(53, 726),
(34, 722),
(33, 882),
(22, 370),
(29, 479),
(47, 355),
(79, 873),
(32, 467),
(73, 375),
(80, 704),
(28, 221),
(44, 503),
(61, 397),
(20, 750),
(22, 942),
(77, 619),
(37, 398),
(46, 604),
(41, 608),
(40, 109),
(71, 842),
(22, 516),
(79, 280),
(37, 803),
(29, 559),
(45, 281),
(28, 132),
(70, 602),
(47, 815),
(45, 469),
(65, 701),
(31, 530),
(44, 574),
(65, 648),
(25, 729),
(33, 845),
(79, 956),
(49, 989),
(21, 955),
(20, 417),
(67, 372),
(36, 748),
(59, 160),
(38, 456),
(39, 548),
(68, 251),
(56, 1025),
(76, 163),
(22, 999),
(45, 492),
(61, 374),
(56, 447),
(59, 373),
(32, 10),
(73, 400),
(26, 1029),
(49, 646),
(46, 754),
(28, 709),
(37, 41),
(20, 497),
(52, 39),
(70, 505),
(41, 655),
(23, 1025),
(69, 747),
(43, 345),
(36, 392),
(41, 372),
(59, 541),
(54, 571),
(28, 913),
(52, 82),
(70, 835),
(58, 420),
(78, 963),
(29, 28),
(67, 432),
(52, 449),
(73, 528),
(72, 531),
(76, 684),
(61, 460),
(75, 385),
(71, 1017),
(43, 403),
(46, 631),
(46, 934),
(36, 264),
(62, 748),
(78, 677),
(43, 640),
(40, 607),
(69, 670),
(70, 934),
(58, 258),
(57, 339),
(70, 659),
(42, 856),
(48, 638),
(31, 541),
(78, 970),
(65, 992),
(74, 562),
(23, 379),
(71, 439),
(32, 805),
(67, 957),
(33, 270),
(24, 476),
(37, 951),
(66, 256),
(68, 218),
(39, 907),
(65, 813),
(38, 528),
(24, 753),
(60, 512),
(41, 947),
(40, 257),
(54, 885),
(58, 17),
(26, 693),
(54, 856),
(69, 557),
(54, 145),
(59, 854),
(33, 813),
(80, 1011),
(65, 775),
(36, 951),
(33, 202),
(49, 804),
(70, 976),
(74, 58),
(74, 831),
(57, 471),
(30, 730),
(49, 387),
(30, 589),
(70, 103),
(69, 942),
(34, 674),
(80, 334),
(70, 408),
(59, 50),
(55, 718),
(33, 213),
(21, 822),
(25, 419),
(61, 625),
(32, 687),
(29, 104),
(63, 736),
(73, 539),
(45, 178),
(27, 571),
(48, 69),
(61, 378),
(41, 232),
(34, 653),
(78, 386),
(72, 522),
(67, 583),
(41, 589),
(24, 700),
(68, 186),
(28, 264),
(77, 70),
(47, 455),
(70, 852),
(70, 523),
(58, 540),
(49, 641),
(27, 747),
(74, 649),
(72, 702),
(68, 846),
(53, 327),
(64, 106),
(79, 519),
(63, 135),
(43, 191),
(63, 355),
(56, 76),
(65, 93),
(29, 388),
(23, 756),
(63, 396),
(47, 988),
(43, 759),
(64, 211),
(70, 7),
(46, 1008),
(42, 911),
(73, 971),
(53, 591),
(22, 325),
(44, 560),
(66, 995),
(59, 818),
(57, 791),
(22, 839),
(71, 501),
(43, 166),
(60, 49),
(20, 969),
(65, 447),
(32, 291),
(60, 787),
(48, 361),
(48, 784),
(42, 496),
(60, 545),
(80, 760),
(42, 279),
(64, 423),
(71, 18),
(35, 1008),
(38, 216),
(48, 944),
(77, 796),
(22, 198),
(63, 723),
(40, 764),
(31, 780),
(40, 66),
(38, 540),
(35, 525),
(76, 995),
(73, 446),
(42, 209),
(60, 454),
(28, 243),
(55, 609),
(74, 1019),
(62, 47),
(41, 28),
(62, 617),
(20, 478),
(33, 359),
(37, 138),
(43, 777),
(66, 429),
(42, 829),
(20, 965),
(30, 621),
(30, 431),
(21, 991),
(59, 194),
(29, 522),
(54, 875),
(24, 369),
(70, 21),
(69, 404),
(70, 823),
(56, 392),
(34, 360),
(77, 405),
(42, 13),
(80, 577),
(30, 500),
(48, 186),
(23, 49),
(47, 566),
(73, 763),
(48, 497),
(57, 997),
(22, 211),
(51, 150),
(41, 104),
(25, 412),
(59, 13),
(70, 497),
(32, 795),
(52, 716),
(22, 938),
(24, 456),
(46, 697),
(55, 117),
(78, 1008),
(60, 661),
(59, 378),
(25, 137),
(72, 562),
(76, 555),
(48, 875),
(48, 682),
(42, 505),
(35, 444),
(61, 715),
(56, 284),
(38, 712),
(32, 955),
(71, 741),
(63, 705),
(47, 178),
(77, 255),
(54, 941),
(77, 615),
(52, 107),
(29, 779),
(46, 431),
(36, 817),
(74, 563),
(44, 386),
(25, 545),
(79, 352),
(72, 176),
(79, 302),
(55, 55),
(33, 466),
(32, 639),
(74, 977),
(22, 44),
(27, 397),
(79, 717),
(69, 814),
(59, 708),
(29, 246),
(38, 705),
(39, 956),
(22, 290),
(23, 21),
(28, 719),
(48, 661),
(57, 1013),
(78, 481),
(42, 169),
(33, 302),
(43, 1029),
(57, 454),
(36, 235),
(22, 70),
(21, 945),
(33, 478),
(43, 327),
(74, 719),
(26, 468),
(64, 971),
(64, 581),
(35, 385),
(22, 1016),
(51, 282),
(37, 604),
(37, 664),
(49, 623),
(30, 393),
(53, 181),
(60, 951),
(42, 566),
(22, 131),
(75, 980),
(76, 213),
(36, 393),
(51, 730),
(65, 989),
(78, 655),
(46, 638),
(66, 401),
(37, 560),
(61, 975),
(29, 387),
(20, 446),
(78, 891),
(42, 398),
(31, 171),
(28, 99),
(21, 618),
(78, 25),
(51, 176),
(60, 693),
(25, 360),
(76, 343),
(57, 706),
(46, 782),
(69, 568),
(31, 24),
(71, 849),
(49, 336),
(74, 377),
(57, 348),
(38, 243),
(76, 1012),
(57, 512),
(59, 139),
(73, 960),
(55, 354),
(40, 639),
(39, 853),
(62, 559),
(73, 198),
(40, 645),
(20, 879),
(76, 696),
(61, 1029),
(61, 419),
(69, 68),
(72, 719),
(20, 659),
(45, 343),
(66, 301),
(68, 932),
(80, 657),
(47, 949),
(79, 420),
(42, 588),
(30, 976),
(58, 433),
(75, 20),
(30, 104),
(38, 806),
(53, 273),
(45, 957),
(28, 794),
(63, 16),
(54, 898),
(64, 173),
(69, 520),
(73, 492),
(72, 872),
(41, 506),
(75, 104),
(30, 957),
(31, 584),
(75, 191),
(62, 673),
(37, 44),
(57, 1011),
(30, 975),
(73, 686),
(70, 784),
(44, 480),
(20, 281),
(53, 120),
(26, 685),
(37, 1000),
(76, 12),
(74, 19),
(23, 347),
(29, 290),
(61, 106),
(77, 342),
(75, 973),
(39, 704),
(35, 31),
(46, 327),
(38, 852),
(41, 660),
(73, 911),
(50, 176),
(25, 49),
(34, 667),
(59, 524),
(53, 156),
(26, 1025),
(30, 120),
(42, 129),
(21, 425),
(79, 566),
(55, 179),
(63, 215),
(78, 759),
(29, 454),
(49, 124),
(37, 925),
(79, 997),
(58, 927),
(72, 585),
(70, 150),
(62, 617),
(70, 467),
(69, 403),
(71, 416),
(70, 761),
(60, 61),
(61, 948),
(57, 1016),
(52, 849),
(68, 824),
(28, 289),
(43, 440),
(79, 617),
(40, 305),
(75, 337),
(74, 384),
(72, 688),
(38, 656),
(71, 209),
(58, 901),
(60, 641),
(23, 494),
(24, 922),
(33, 826),
(73, 27),
(44, 433),
(26, 127),
(43, 542),
(73, 126),
(42, 566),
(23, 913),
(69, 602),
(61, 584),
(68, 201),
(32, 462),
(65, 491),
(40, 1002),
(51, 728),
(77, 578),
(33, 54),
(46, 205),
(38, 995),
(26, 147),
(20, 897),
(41, 657),
(31, 736),
(66, 927),
(78, 835),
(52, 175),
(66, 767),
(28, 748),
(48, 279),
(59, 961),
(20, 723),
(54, 781),
(64, 581),
(72, 475),
(78, 698),
(65, 456),
(46, 329),
(61, 764),
(39, 675),
(74, 129),
(79, 332),
(67, 301),
(53, 219),
(27, 89),
(68, 967),
(74, 426),
(69, 262),
(61, 210),
(21, 746),
(29, 803),
(30, 356),
(42, 915),
(45, 842),
(30, 487),
(68, 1016),
(68, 176),
(57, 14),
(52, 324),
(78, 838),
(26, 940),
(63, 11),
(46, 558),
(38, 331),
(58, 237),
(61, 309),
(53, 904),
(27, 375),
(38, 675),
(59, 196),
(58, 64),
(45, 437),
(63, 274),
(52, 100),
(33, 421),
(38, 45),
(22, 634),
(32, 464),
(28, 710),
(68, 78),
(21, 183),
(80, 681),
(52, 121),
(65, 96),
(66, 520),
(45, 869),
(39, 491),
(41, 439),
(78, 331),
(22, 631),
(80, 254),
(74, 561),
(59, 570),
(22, 216),
(40, 584),
(37, 355),
(76, 244),
(31, 790),
(59, 35),
(54, 804),
(69, 4),
(26, 721),
(21, 24),
(77, 152),
(38, 328),
(62, 178),
(79, 977),
(44, 168),
(48, 984),
(78, 725),
(54, 715),
(50, 446),
(65, 844),
(63, 140),
(44, 282),
(34, 394),
(22, 966),
(75, 266),
(75, 57),
(41, 75),
(53, 772),
(29, 556),
(57, 511),
(37, 860),
(38, 839),
(27, 693),
(30, 562),
(61, 82),
(26, 900),
(75, 822),
(41, 79),
(53, 626),
(23, 89),
(77, 797),
(78, 610),
(37, 871),
(23, 191),
(80, 127),
(31, 485),
(31, 809),
(53, 944),
(64, 72),
(23, 800),
(67, 939),
(24, 426),
(80, 637),
(55, 76),
(62, 41),
(53, 743),
(22, 199),
(35, 284),
(49, 741),
(22, 494),
(52, 1022),
(29, 814),
(60, 943),
(76, 502),
(77, 630),
(45, 605),
(32, 730),
(27, 15),
(24, 943),
(21, 346),
(72, 168),
(43, 656),
(29, 181),
(79, 683),
(46, 547),
(31, 408),
(54, 270),
(53, 333),
(62, 132),
(43, 691),
(54, 793),
(65, 334),
(23, 472),
(63, 661),
(59, 483),
(46, 901),
(45, 519),
(74, 297),
(60, 247),
(48, 22),
(72, 773),
(79, 431),
(68, 2),
(78, 671),
(46, 437),
(47, 755),
(56, 805),
(54, 192),
(76, 184),
(24, 848),
(26, 366),
(31, 984),
(52, 572),
(47, 81),
(75, 709),
(51, 758),
(64, 595),
(48, 583),
(62, 829),
(62, 245),
(73, 834),
(78, 932),
(74, 294),
(38, 979),
(71, 183),
(39, 659),
(37, 182),
(58, 950),
(53, 874),
(34, 5),
(26, 3),
(62, 560),
(59, 31),
(44, 721),
(27, 147),
(78, 958),
(37, 530),
(69, 339),
(40, 165),
(55, 197),
(74, 179),
(63, 370),
